0.000000000000000000e+00 -2.805861143285682258e-01
8.611552775838064722e-02 -6.626760915838311172e-01
8.838116018651856476e-02 -1.070048784786469698e+00
9.064674854970738993e-02 -6.402609017664849800e-01
9.291229171978018786e-02 -5.224588369757160455e-01
9.517778856869933690e-02 -4.430430054396093942e-01
9.744323796855977604e-02 -6.767603059107384356e-01
9.970863879159207188e-02 -7.659601288374759953e-01
1.019739899101658326e-01 -3.963779956657018100e-01
1.042392901967927471e-01 -4.204802915673984121e-01
1.065045385241299436e-01 -3.571482765558710581e-01
1.087697337649830426e-01 -3.073877961185519925e-01
1.110348747923095986e-01 -2.586133156587041015e-01
1.132999604792220699e-01 -1.997033404786719424e-01
1.155649896989912190e-01 -1.211542909353751640e-01
1.178299613250491928e-01 -1.918268595389022446e-01
1.200948742309928124e-01 -1.057577000802667616e-01
1.223597272905867367e-01 -1.614545207640601665e-01
1.246245193777667792e-01 -1.479168501190504803e-01
1.268892493666427812e-01 -1.203246105609334232e-01
1.291539161315023720e-01 -7.230074953983221808e-02
1.314185185468135786e-01 -9.604808967004238585e-02
1.336830554872285304e-01 -7.261947755509440272e-02
1.359475258275862630e-01 -8.047884139763321343e-02
1.382119284429161876e-01 -5.238520475896810830e-02
1.404762622084411439e-01 -2.047920799123979785e-02
1.427405259995806752e-01 -3.094147374929420366e-02
1.450047186919541931e-01 -4.556854951390849201e-02
1.472688391613841408e-01 -6.226754252458092942e-02
1.495328862838992412e-01 -5.413865999813188140e-02
1.517968589357376885e-01 -6.488696465640683697e-02
1.540607559933502291e-01 -3.829347175628020766e-02
1.563245763334035199e-01 -2.874742829484892848e-02
1.585883188327832094e-01 -4.343545285785584131e-02
1.608519823685970462e-01 -4.837161795502714634e-02
1.631155658181783208e-01 -2.637330944734488786e-02
1.653790680590887796e-01 -3.789016209853343642e-02
1.676424879691219560e-01 -1.872684646570207251e-02
1.699058244263062234e-01 -1.748610575618923801e-02
1.721690763089081533e-01 -2.635035334019949702e-02
1.744322424954355688e-01 -1.359495252811636357e-02
1.766953218646405699e-01 -1.601745392217181901e-02
1.789583132955232803e-01 -3.794033127501847402e-02
1.812212156673341512e-01 -1.358415067707548392e-02
1.834840278595778473e-01 -3.589380880809985019e-02
1.857467487520161609e-01 -9.812066264277644403e-03
1.880093772246710371e-01 -1.620009127164225710e-02
1.902719121578280437e-01 -3.331935248010012979e-02
1.925343524320392574e-01 -1.780988650924576755e-02
1.947966969281264837e-01 1.605116558639918534e-02
1.970589445271845597e-01 1.126840366394459307e-03
1.993210941105844347e-01 -1.951499125544970542e-02
2.015831445599762239e-01 -2.638094376479668476e-02
2.038450947572923166e-01 -2.661646976528016934e-02
2.061069435847509845e-01 -1.519750547858791240e-02
2.083686899248587965e-01 -1.773894650378314911e-02
2.106303326604145043e-01 -1.215141091037760454e-02
2.128918706745115963e-01 1.557597330215408811e-03
2.151533028505417389e-01 -5.113736754980510203e-03
2.174146280721979407e-01 -1.093807953478104049e-02
2.196758452234776615e-01 -5.136176499422654383e-03
2.219369531886856428e-01 -4.363820209227128703e-03
2.241979508524374887e-01 -1.467898978981825760e-02
